date_cn,runs,run_p50_sec,run_p95_sec,run_p50_pass,run_p95_pass,topic_p50,script_p50,storyboard_p50,video_p50,export_p50,topic_p95,script_p95,storyboard_p95,video_p95,export_p95
2026-05-09,2,144,152,1,1,1,39,25,39,40,1,42,26,40,43
